personen_literaturId,personenId,literatur
1197,10993,"Holger Schulten, 
Passauer Hausgeschichten (Der Passauer Wolf 3), Passau 1994, S.52; Joseph Schöller, Die Bischöfe von Passau und ihre 
Zeitereignisse (...) (Passau 1844) 241 (Glockengießer)."
1198,21576,"Paisey, Buchdrucker, S. 143 (Krauss); <span>Jetztlebende Kauffmannschafft 1. Versuch, 258; </span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 684/Anm. 133. </span><span></span>"
1199,9035,"Fajkmajer, Handel, 548/Anm. 5.<br>"
1200,33372,"<span><span><span>Karschulin, Seidenindustrie 2, 4.</span></span></span>"
1201,36654,"<div>Doris PFISTER, Donauwörth. Der ehemalige Landkreis (Historischer Atlas von Bayern, Teil Schwaben, Reihe 1, Heft 17, Kallmünz 2008).<br></div><div><br></div>"
1202,5158,"Monika THONHAUSER, Das Salzburgische flache Land - eine textile Landschaft. Klöppelei, ein protoindustrieller Erwerbszweig der Frühen Neuzeit und im Konnex von Frauenerwerb und Heimatschutz nach 1900 (Diss. Salzburg 2006) 172, 181.<br>"
1203,1664,"Monika THONHAUSER, Das Salzburgische flache Land - eine textile Landschaft. Klöppelei, ein protoindustrieller Erwerbszweig der Frühen Neuzeit und im Konnex von Frauenerwerb und Heimatschutz nach 1900 (Diss. Salzburg 2006) 183-186.<br>"
1204,8487,"<div>Mittenzwei, Zwischen Gestern und Morgen, 23f.<br></div>"
1205,46153,"Mittenzwei, Zwischen Gestern und Morgen, 26.<br>"
1206,17992,"<span><span><span>Huchler, Bürgeraufnahmen, 211 (Juni 1730).</span></span></span>"
1207,46356,"Huchler, Bürgeraufnahmen, 258.<br>"
1208,47623,"Huchler, Bürgeraufnahmen, 232 (Laimbgrueber).<br>"
1209,39570,"Huchler, Bürgeraufnahmen, 399 (""Hinkh"").<br>"
1210,46136,"Huchler, Bürgeraufnahmen, 229 (Crafft).<br>"
1211,6907,"Gerta Hainisch, Ritter, Schlecker, Sau &amp; Stroh. Die Geschichte der Stockerauer Schützen im 17. und 18. Jahrhundert. Festschrift zum 400jährigen Bestandsjubiläum, Teil 1 (o. O. [2002]) 69f.<br>"
1212,9502,Paritius (1722) 113; ebd. (1723) S. 111.
1213,19367,"Sammelblätter zur Geschichte der Stadt Straubing, Nr. 133 (21. Mai 1884) 531, Nr. 45.<br>"
1214,46161,"Huchler, Bürgeraufnahmen, 427."
1215,46162,"Huchler, Bürgeraufnahmen, 412."
1216,46394,"Huchler, Bürgeraufnahmen, 404 (""Haydern"")."
1217,46170,"Huchler, Bürgeraufnahmen, 400."
1218,43919,"Huchler, Bürgeraufnahmen, 566 (""Wizmann"")."
1219,47370,"Huchler, Bürgeraufnahmen, 480."
1220,46138,"Huchler, Bürgeraufnahmen,&nbsp;356 (""Clebinder"")."
1221,29664,"Huchler, Bürgeraufnahmen,&nbsp;345."
1222,23655,"Huchler, Bürgeraufnahmen,&nbsp;491."
1223,22697,"Huchler, Bürgeraufnahmen,&nbsp;489."
1224,46107,"Huchler, Bürgeraufnahmen,&nbsp;447."
1225,12736,"Huchler, Bürgeraufnahmen, 470."
1226,43894,"Huchler, Bürgeraufnahmen,&nbsp;481."
1227,12541,"Huchler, Bürgeraufnahmen,&nbsp;420."
1228,47069,"Huchler, Bürgeraufnahmen,&nbsp;448."
1229,43891,"Huchler, Bürgeraufnahmen,&nbsp;353."
1230,47405,"Huchler, Bürgeraufnahmen,&nbsp;550."
1231,39771,"Huchler, Bürgeraufnahmen,&nbsp;476."
1232,43888,"Huchler, Bürgeraufnahmen,&nbsp;344."
1233,43997,"Huchler, Bürgeraufnahmen,&nbsp;362."
1234,14429,"Huchler, Bürgeraufnahmen,&nbsp;542 (""Stüffter"")."
1235,9826,"Huchler, Bürgeraufnahmen, 506.<br>"
1236,46115,"Huchler, Bürgeraufnahmen, 425.<br>"
1237,9401,"Huchler, Bürgeraufnahmen, 368 (""Egendorffer"").<br>"
1238,46321,"Huchler, Bürgeraufnahmen, 388.<br>"
1239,36435,"Huchler, Bürgeraufnahmen, 360 (""Dekher"").<br>"
1240,24795,"Huchler, Bürgeraufnahmen, 563 (""Wikhi"").<br>"
1241,23505,"Huchler, Bürgeraufnahmen, 414 (""Hökhsteiner"").<br>"
1242,46218,"Huchler, Bürgeraufnahmen, 366."
1243,47079,"Huchler, Bürgeraufnahmen, 379 (""Gregori"")."
1244,9481,"Huchler, Bürgeraufnahmen, 491."
1245,23591,"Huchler, Bürgeraufnahmen, 567."
1246,42612,"Huchler, Bürgeraufnahmen, 504."
1247,18191,"Huchler, Bürgeraufnahmen, 504 (""Ritschel"")."
1248,24324,"Huchler, Bürgeraufnahmen, 435."
1249,12358,"Huchler, Bürgeraufnahmen, 526 (""Schwaiffer"")."
1250,46406,"Huchler, Bürgeraufnahmen, 370."
1251,46239,"Johann Christian von Hellbach, Adels-Lexikon (...), Bd. 1: A bis K (Ilmenau 1825) 287, ""Dohm von Dohmkirchen""; <span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 138. </span></span></span>"
1252,46243,"Friedrich Leitschuh, Führer durch die Königliche Bibliothek zu Bamberg (2. Aufl. Bamberg 1889) 196f.<br>"
1253,2848,"<div>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 220/Anm. 4. </span></div><div>Senfelder, Gottesakter, 260.<br><span></span></div>"
1254,12931,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 137. </span></span></span>"
1255,22683,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 139. </span></span></span>"
1256,41796,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 141. </span></span></span>"
1257,18491,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 144. </span></span></span>"
1258,14033,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 146. </span></span></span>"
1259,47049,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 147. </span></span></span>"
1260,44056,"<span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 685/Anm. 149. </span></span></span>"
1261,22543,"<span><span><span>""...daß er uns einen Correspondenten in Wien ausmache"". Berichte, Briefe
 und Aufzeichnungen von dänischen und schwedischen 
Gesandtschaftspredigern in Wien 1705–1755), hg. von Zoltán <span style=""font-variant: small-caps;"">Csepregi</span>–Julianna <span style=""font-variant: small-caps;"">Orsós (</span><span>Budapest 2021) 686/Anm. 157.</span></span></span></span>"
1262,8201,"<span>Niederleger. Senfelder, Gottesacker, 267; Kaiserlicher (...) Staats= und Stands Calender (...) [1723] (Wien), 243.</span>"
1263,46134,"<span>Mittenzwei, Zwischen Gestern und Morgen, 58.</span>"
1264,8595,"Huchler, Bürgeraufnahmen, 553 (Franz Gregor).<br>"
1265,46305,"<span>Huchler, Bürgeraufnahmen, 453.</span>"
1266,8413,"Georg Andreas Will, Nürnbergisches Gelehrten-Lexicon oder Beschreibung aller Nürnbergischen Gelehrten beyderley Geschlechtes nach Ihrem Leben / Verdiensten und Schrifften zur Erweiterung der gelehrten Geschichtskunde und Verbesserung vieler darinnen vorgefallenen Fehler aus den besten Quellen in alphabetischer Ordnung, 2. Teil: H-M (Nürnberg/Altdorf 1756) 549-556 (zur Herkunft der Familie Marci/Marx).<br>"
1267,47174,"<span><span>Mittenzwei, Zwischen gestern und morgen, 117.</span></span>"
1268,47576,"<span>Kallbrunner, 200 Jahre Fabrik Leonischer Waren, 153; Otruba, 
Manufakturenbestand, 534; Franz Maurer, Wiens erste Maulbeerbaumschule 
und Fabrik leonischer Waren in Margareten, in: Berichte und Mitteilungen
 des Altertums-Vereines zu Wien XLII (1909)&nbsp; 89-95, hier 92-95.</span>"
1269,46196,"Huchler, Bürgeraufnahmen, 87. <br>"
1270,8416,"<span>Dotter, Italienische Kaufleute, 144f.</span>"
1271,46856,"Dotter, Kaufleute, 144f.<br>"
1272,34278,"Dotter, Italienische Kaufleute 144f.<br>"
1273,46930,<span><span><div><br></div></span></span>
