ortsId,aschachId,kremsId,ortsname,ortsname_aktuell,katastralgemeinde,ortsteil,nennung,zuordnung,typ,historischeSystematik,namensvar_hist,regionHistorisch,reichskreis,regionAktuell,regionAktuellCode,latitude,longitude,staat_aktuell,staat_aktuell_code,flusssystem,verkehrsanbindung,bemerkungen,bearbeitet
2510,1244,,St. Marx,St. Marx,,Wien,2,1,12,1,[Pfarrer zu] St: Marx,1,4,44,36,N 48° 11' 19'',E 16° 24' 11'',1,7,1,St. M. liegt im Einzugsgebiet der Donau (Donaukanal).,"<p>
	St. M. ist Teil des 1850 geschaffenen Wiener Gemeindebezirks &quot;Landstra&szlig;e&quot;. Seine Bedeutung erlangte St. M. v.a. durch das gro&szlig;e Siechenhaus (Spital) und die Schlachth&ouml;fe (ab dem Ende des 18. Jahrhunderts).</p>
",1
2511,,1129,St. Oswald,,,,1,2,,,St: Oßwald,,,,,,,,,,,"<p>
	In den KWNB ist der Tausch von Glocken der Pfarrkirche in&nbsp; St. O. durch den Kremser Glockengie&szlig;er &quot;Matthias Prininger&quot; im Jahr 1699 festgehalten. Es ist dabei unklar, ob es sich um die Kirche von &quot;St. Oswald (bei Freistadt)&quot; (siehe dort) handelt, die 1698 Pfarrkirche geworden war, oder um die Pfarrkirche in <a href=""https://de.wikipedia.org/wiki/St._Oswald_(Nieder%C3%B6sterreich)"" target=""_blank"">St. Oswald im nieder&ouml;stereichischen Bezirk Melk</a>. Den gew&ouml;hnlichen Gesch&auml;ften der Kremser Glockengie&szlig;er folgend, d&uuml;rfte es sich um die nieder&ouml;sterreichische Pfarre handeln, jedoch bestanden rege Handelsverbindungen zum ober&ouml;sterreichischen St. Oswald, sodass auch dieser Ort nicht g&auml;nzlich ausgeschlossen werden konnte.</p>
<p>
	Die Eintr&auml;ge in den DEHIO-B&uuml;chern brachten keine Kl&auml;rung. Vgl. DEHIO, Kunstdenkm&auml;ler Nieder&ouml;sterreich, 1022f., und DEHIO, Kunstdenkm&auml;ler Ober&ouml;sterreich, 748-757.</p>
",1
2512,,742,Neunkirchen,Neunkirchen,,,1,1,12,1,"Neukhürchen, Neukirchen, Neukürchen, Newkürchen",1,4,1,1,N 47° 43' 15'',E 16° 4' 51'',1,7,100,"N. liegt an der Schwarza, einem Quellfluss der Leitha -> Donau.","<p>
	Die beiden Familien &quot;Eder&quot; und &quot;M&ouml;derl&quot;, die in den KWNB mehrfach genannt werden, k&ouml;nnen eindeutig in den <a href=""https://data.matricula-online.eu/de/oesterreich/wien/neunkirchen/?page=2"" target=""_blank"">Matriken von N.</a> nachgewiesen werden.</p>
",1
2513,,1132,Poln,,,,1,2,,,,,,,,,,,,,,"<p>
	Die einzige Nennung von P. in den KWNB bezieht sich auf eine Lieferung von Schmalz und K&auml;se im Jahr 1624 (Person: &quot;Mathes Noliz&quot;). Evtl. k&ouml;nnte es sich bei P. um den Ort &quot;Polna&quot; (siehe dort) handeln. &quot;Polen&quot; als Land ist unwahrscheinlich - sowohl die G&uuml;ter als auch die Bezeichnung &quot;von Poln&quot; sprechen dagegen (bei L&auml;ndern in den KWNB: &quot;au&szlig; Pol(e)n&quot;).</p>
",1
2514,,,Wittenberg,Wittenberg,,,4,,,,,,,,,,,,,,,,0
2515,1309,,Staufen,Oberstaufen,,,2,1,12,1,"Stauff, Stauffen",142,10,2,2,N 47° 33' 20'',E 10° 1' 20'',3,8,3,"St. liegt auf der europäischen Wasserscheide, zwischen den Einzugsgebieten von Rhein und Donau. Die Konstanzer Ach führt über die beiden Alpseen hin zu Iller -> Donau.","<p>
	St. wurde 1921 in &quot;Oberstaufen&quot; umbenannt.</p>
<p>
	Zur Herrschaft Staufen siehe K&Ouml;BLER, Historisches Lexikon, 680, zur Reichsgrafschaft Rothenfels ebd. 582.</p>
<p>
	St. scheint in den AMP (1706-1740) in Zusammenhang mit dem Transport von Schnecken auf. Zur Schneckenzucht in St. bzw. in der Reichsgrafschaft Rothenfels vgl. <a href=""https://books.google.at/books?id=1UAVAAAAYAAJ&amp;pg=PA92&amp;dq=STaufen+schnecken&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjdrIPE2OD0AhVDgP0HHd3XB4kQ6AF6BAgKEAI#v=onepage&amp;q=STaufen%20schnecken&amp;f=false"" target=""_blank"">J&Auml;CKEL, Materialien, 92</a>.</p>
",1
2516,1233,,Steffanegg,,,,2,2,,,[P. Prior zu] Steffanegg in Unter Öesterreich,1,4,,,,,,,,,"<p>
	Dem Schema der AMP folgend m&uuml;sste St. ein Ortsname sein. Jedoch konnte kein Ort St. in Nieder&ouml;sterreich identifiziert werden. Es ist daher auch nicht g&auml;nzlich auszuschlie&szlig;en, dass es sich in diesem Fall um einen Familiennamen &quot;zu Steffanegg/Steffaneck/Stefanek&quot; etc. handeln k&ouml;nnte!</p>
",1
2517,1380,,Steinbach (Niederwaldkirchen),Steinbach,,Niederwaldkirchen,2,1,12,1,Stainbach,10,4,8,5,N 48° 27' 52'',E 14° 5' 29'',1,7,123,St. liegt am Pesenbach -> Donau.,"<p>
	St. ist in den AMP (1706-1740) eindeutig identifiziert durch Familie &quot;Spiller&quot;, die Besitzer des <a href=""https://de.wikipedia.org/wiki/Burgruine_Steinbach"" target=""_blank"">Schlosses St.</a> F&uuml;r die Nennung anderer Personen bzw. Nennungen in den KWNB siehe jedoch &quot;Steinbach (an der Steyr)&quot;.</p>
",1
2518,,1130,Strengberg,Strengberg,,,1,1,12,1,"Sternberg(!), Strenberg, Strennberg",1,4,1,1,N 48° 8' 58'',E 14° 38' 53'',1,7,1,St. liegt an der Donau.,"<p>
	Die Personen &quot;<a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/strengberg/B+1/?pg=28"" target=""_blank"">Christoph&nbsp; Erdtmanstorffer</a>&quot; (&quot;Erdmanstorfer&quot;) und &quot;<a href=""https://data.matricula-online.eu/de/oesterreich/st-poelten/strengberg/B+1/?pg=144"" target=""_blank"">Johann Georg (von) &Ouml;dl</a>&quot; (&quot;&Ouml;ttl&quot;) , die in den KWNB unter St. genannt werden, konnten eindeutig in den Matriken der Pfarre St. nachgewiesen werden.</p>
",1
2519,,,Nancy-sur-Cluses,Nancy-sur-Cluses,,,4,1,,,,18,,41,,,,,,,,,0
2520,1350,,Stritzling,Stritzling,,Lalling,2,1,12,1,Steuzling,6,5,2,2,N 48° 50' 46'',E 13° 6' 16'',3,8,149,St. liegt zwischen Watzinger Graben und Oischinger Bach -> Hengersberger Ohe -> Donau.,"<p>
	Trotz der abweichenden Schreibform in den AMP (1706-1740) ist der Ort eindeutig identifiziert, da die einzige in den AMP genannte Person aus St. (&quot; Peter Hintermayr&quot;) in den <a href=""https://data.matricula-online.eu/de/deutschland/passau/lalling/"" target=""_blank"">Matriken der Pfarre Lalling</a> nachgewiesen werden konnte.</p>
",1
2521,1325,,Hagenau,Hagenau,,Goldwörth,2,1,12,1,"in die Hagenau, von der Hagenau",10,4,8,5,N 48° 19′ 25'',E 14° 8′ 0'',1,7,1,"H. lag/(liegt) im Auengürtel der Donau, südlich von Goldwörth.","<p>
	Der Auabschnitt um des &quot;Hagenauer Gut&quot;. Siehe die Landesaufnahmen bzw. den Katasterplan. Siehe auch &quot;von der Au&quot;.</p>
",1
2522,437,,Straß,Straß,,Alkoven,2,1,12,1,"Strass, von der Strass
",10,4,8,5,N 48° 17′ 23'',E 14° 4′ 53'',1,7,28,St. liegt am Ofenbach -> Innbach -> Donau. ,"<p>
	St. ist eine &uuml;beraus h&auml;ufige Ortsbezeichnung im bayerisch-ober&ouml;sterreichischen Raum. Vgl. dazu die Eintr&auml;ge in <a href=""https://de.wikipedia.org/wiki/Strass_(Begriffskl%C3%A4rung)"" target=""_blank"">Wikipedia</a> und <a href=""https://www.geonames.org/search.html?q=Stra%C3%9F&amp;country="" target=""_blank"">GeoNames</a>. Dennoch konnte der in den AMP (1706-1740) genannte Ort eindeutig identifiziert werden, da die einzige Perons aus St. (&quot;<a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/alkoven/101%252F05/?pg=31"" target=""_blank"">Sebastian Freyhammer</a>&quot;/&quot;Frahamer&quot;) in den Matriken von Alkoven zweifelsfrei nachgewiesen werden konnte.</p>
",1
2523,1390,,Walachei,,,,2,,,,[nur 1652!] nicht veröffentlichen!,,,,,,,,,,,,0
2524,,,Arco,Arco,,,4,,,,,,,,,,,,,,,,0
2525,,,Auerbach in der Oberpfalz,Auerbach i.d.OPf.,,,4,1,,,,,,2,2,,,3,,,,,0
2526,,,Limone,Limone sul Garda,,,4,1,,,,,,,,,,,,,,,0
2527,1352,,Telfs,Telfs,,,2,1,12,1,Telffs,9,4,13,8,N 47° 18' 25'',E 11° 4' 5'',1,7,2,T. liegt am Inn -> Donau.,,1
2528,,448,Tobitschau,Tovačov,,,1,1,12,1,"Dobitschau, Dobutschaw, Thobitschaw, Thobitschow, Tobitschaw, Tobitschow",4,,36,29,N 49° 25' 51'',E 17° 17' 16'',2,4,16,"T. liegt an der Splavská, im Mündungsbereich der Blatta/Blata in die March -> Donau.","<p>
	In den KWNB scheinen aus T. auf den Kremser M&auml;rkten ausschlie&szlig;lich j&uuml;dische H&auml;ndler auf.</p>
",1
2529,1341,,von der Göglmühle,,,,2,2,,,von der Göglmichl,,,,,,,,,,,"<p>
	Die Ortsbezeichnung v.d.G. scheint in den AMP (1706-1740) nur 1711 in Zusammenhang mit &quot;Martin &Ouml;ggerer&quot; und einer Lieferung von Holz und Schindeln auf. In der Pfarre/Gemeinde Weistrach in Nieder&ouml;sterreich ist eine &quot;G&ouml;glm&uuml;hle&quot; zwar eindeutig nachweisbar, in den Matriken aber kein Hinweis auf eine Familie &quot;&Ouml;ggerer&quot; zu finden (die Matriken jedoch nur f&uuml;r 1709/1710/1711 durchgesehen; keine Indizes vorhanden). Evtl. handelt es sich bei &quot;G&ouml;glm&uuml;hl&quot; auch um eine Verschreibung von &quot;<a href=""https://de.wikipedia.org/wiki/H%C3%B6glm%C3%BChle"" target=""_blank"">H&ouml;glm&uuml;hle</a>&quot;? Diese w&uuml;rde auf dem Gebiet des Ortes &quot;H&uuml;hnergeschrei&quot; der Gemeinde Altenfelden liegen und eher der Transportrichtung entsprechen. Jedoch konnte auch hier noch kein eindeutiger Nachweis f&uuml;r die Familie &quot;&Ouml;ggerer&quot; (Eggerer?) gefunden werden.</p>
<p>
	Zur &quot;G&ouml;glm&uuml;hle&quot; in Weistrach vgl. u.a. <a href=""https://books.google.at/books?id=m4fLAS39haIC&amp;pg=PA724&amp;dq=G%C3%B6glm%C3%BChle&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjTzNzD-ZD2AhUigv0HHULfDMUQ6AF6BAgIEAI#v=onepage&amp;q=G%C3%B6glm%C3%BChle&amp;f=false"" target=""_blank"">CRUSIUS, Postlexikon, 724</a>.</p>
",1
2530,1305,,von der Haidt,,,,2,2,,,v. der Hayd,,,,,,,,,,,"<p>
	Die beiden in den AMP (1706-1740) unter v.d.H. genannten Personen (&quot;Thomas Sailer&quot; und &quot;Christoph Prachinger&quot;) scheinen auch unter &quot;Sandbach&quot;, &quot;Windorf&quot; und &quot;Oberhaid&quot; (siehe jeweils dort) in der Quelle auf. Es d&uuml;rfte sich daher mit gro&szlig;er Wahrscheinlichkeit um einen Ort oder Flu&szlig;lauf im Einzugsgebiet der Donau flussaufw&auml;rts von Passau handeln. Evtl. identisch mit &quot;Obehaid&quot;?</p>
",1
2531,1303,,von der Naab,Naab,,,2,1,9,2,v. der Nab,48,5,2,2,N 49° 1' 0'',E 12° 1' 50'',3,8,10,"Die ""Naab"" ist ein linker Zufluss zur -> Donau.","<p>
	Die &quot;Naab&quot; war eine der wichtigsten Wasserstra&szlig;en des Herzogtums Pfalz-Neuburg. Vgl .dazu auch die Darstellung des <a href=""https://commons.wikimedia.org/wiki/File:Reilly_164.jpg#/media/Datei:Reilly_164.jpg"" target=""_blank"">Herzogtums von </a><span class=""mw-mmv-source-author""><span class=""mw-mmv-author""><a href=""https://commons.wikimedia.org/wiki/File:Reilly_164.jpg#/media/Datei:Reilly_164.jpg"" target=""_blank""><span class=""extiw""><span title=""österreichischer Verleger und Kartograf"">Franz Johann Joseph von Reilly</span></span></a>.</span></span></p>
",1
2532,1329,,von der Scheieröd,,,,2,2,,,Lesung unsicher: von der Scheieroedt/von der Scheiernedt?,,,,,,,,,,,"<p>
	Es gibt nur einen Eintrag in den AMP (1706-1740), der sich auf diesen Ort bezieht. Dabei handelt es sich um einen Transport von Holz (1711), was eher f&uuml;r einen Ort donauaufw&auml;rts von Aschach spricht. Die Beif&uuml;gung &quot;von der&quot; l&auml;sst zumeist auf einen Flusslauf oder eine andere Landschaftsbezeichnung schlie&szlig;en; evtl. auch auf ein Waldgebiet?</p>
<p>
	Eine phonetisch passende Variante k&ouml;nnte auch &quot;Scheuer&ouml;d&quot; bzw. &quot;Scheuered&quot; sein. Daf&uuml;r k&ouml;nnen in der Literatur im bayerischen Raum Belege gefunden werden: v.a. der Ort &quot;Scheuer&ouml;d&quot; (=&quot;<a href=""https://goo.gl/maps/Lt5311rXRYzbccim8"" target=""_blank"">Scheun&ouml;d</a>&quot;) k&ouml;nnte in Frage kommen, der heute ein <a href=""http://de.wikipedia.org/wiki/Vilshofen_an_der_Donau"" target=""_blank"">OT von Vilshofen</a> ist. Vgl. auch <a href=""https://geschichte.digitale-sammlungen.de/hab/gehezuseite/bsb00007664?page=328"" target=""_blank"">JUNGMANN-STADLER, Historischer Atlas, 328</a>, und <a href=""https://books.google.at/books?id=CR5fAAAAcAAJ&amp;pg=PA69&amp;dq=Scheuer%C3%B6d&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwiW3uzcv5b2AhUlhP0HHcY-CzQQ6AF6BAgJEAI#v=onepage&amp;q=Scheuer%C3%B6d&amp;f=false"" target=""_blank"">Repertorium, 150</a>. Siehe auch insbes. <a href=""https://geschichte.digitale-sammlungen.de/hab/gehezuseite/bsb00007637?page=258"" target=""_blank"">HOFBAUER, Historischer Atlas, 258-263</a>.</p>
",1
2533,,,Rovereto,"Rovereto (it.), [abgekommen Rovereid (dt.)]",,,4,1,,,,9,,,,,,,,,,,0
2534,1326,,von der Schitt,"[abekommen, auf der Schütt]",,,2,2,,,,10,4,8,5,,,1,7,,,"<p>
	Die einzige Nennung von v.d.Sch. in den AMP (1706-1740) bezieht sich auf einen Transport von Kraut durch &quot;Georg Hoflechner&quot; (1719). Diese Person scheint in den AMP (1719) mit identischem Gut unter der Ortsbezeichung &quot;von der Au&quot; auf. Es muss sich daher um das Gebiet zwischen Pupping und der Umgebung von Eferding handeln. Daf&uuml;r spricht auch eine Literaturstelle (&quot;auf der Sch&uuml;tt&quot;) in <a href=""https://books.google.at/books?id=xTA-AAAAcAAJ&amp;pg=PA4093&amp;dq=Repping+Eferding&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwi7yeLYl5v2AhWFPOwKHTCeDJMQ6AF6BAgEEAI#v=onepage&amp;q=Repping%20Eferding&amp;f=false"" target=""_blank"">RUDOLPH, Orts-Lexikon, 4093</a>. Dort als n&auml;here Lokalisierung &quot;Sch&uuml;tt, auf der, Oester. ob d. Enns, Bza. u. P. Eferding, Gmde. Repping&quot; angegeben. In den Landesaufnahmen bzw. im Kataster konnte keine Gemeinde &quot;Repping&quot; im Umkreis von Eferding gefunden werden, ebenso wenig wie in modernen Kartenwerken bzw. der Literatur. Verzeichnet ist im Franziszeischen Kataster westlich und s&uuml;dlich von Eferding ein &quot;<a href=""https://maps.arcanum.com/de/map/cadastral/?layers=3%2C4&amp;bbox=1558215.7284058377%2C6157084.376738572%2C1562761.3429316718%2C6158694.331646829"" target=""_blank"">Sch&uuml;ttfeld</a>&quot;. Weiters scheint in den Matriken von Eferding die Ortsbezeichnung &quot;von der Sch&uuml;tt&quot; auf. Z.B. im <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/eferding/103%252F01/?pg=89"" target=""_blank"">Taufregister 1, Buchstabe H, 1705 Feber 8</a>. In den Matriken von Eferding sind schlie&szlig;lich auch zahlreiche Eintr&auml;ge zur Familie &quot;Hoflechner&quot;/&quot;Hoflehner&quot; zu finden.</p>
<p>
	In der Franziszeischen Landesaufnahme ist s&uuml;dlich von &quot;Gstettenau&quot; eine Liegenschaft &quot;<a href=""https://maps.arcanum.com/de/map/secondsurvey-austria/?layers=6&amp;bbox=1555546.7880946253%2C6160185.859945207%2C1564638.0171462935%2C6163405.76976172"" target=""_blank"">Mautner auf dem Schutt</a>&quot; verzeichnet, w&auml;hrend in der Josephinischen Landesaufnahme an vergleichbarer Stelle &quot;Ausaer Schitt&quot;(?) verzeichnet ist. Da Gstettenau (=Gst&ouml;ttenau) ein OT von Pupping ist, k&ouml;nnte es sich bei &quot;Repping&quot; in RUDOLPH, Orts-Lexikon, 4093, evtl. um eine Verballhornung/Verschreibung von Pupping handlen und das Gebiet s&uuml;dlich von Schloss<a href=""https://de.wikipedia.org/wiki/Gst%C3%B6ttenau"" target=""_blank""> Gst&ouml;ttenau</a> gemeint sein, was am wahrscheinlichsten ist, da hier die direkte Verbindung zur Bezeichung &quot;von der Au&quot; gegeben ist und der Ort an der Aschach liegt.</p>
<p>
	In jedem Fall ist das ungarische (heute weitgehend slowakische)&nbsp; &quot;von der Sch&uuml;tt&quot; (siehe dort) f&uuml;r die Person &quot;Georg Hoflechner&quot; auszuschlie&szlig;en.</p>
",1
2535,1381,,auf der Wimm (Oberösterreich),Wimm,,Waldkirchen am Wesen,2,1,20,8,"auf der Wibm, von der Wibm, auf der Wübm, auf der Wümb",10,4,8,5,N 48° 26' 17'',E 13° 48' 29'',1,7,1,Der OT Wimm von Waldkirchen am Wesen liegt südlich der Donau.,"<p>
	Die Ortsbezeichnung a.d.W. scheint in den AMP (1706-1740) ausschlie&szlig;lich in Zusammenhang mit einem &quot;Pfarrer auf der Wibm&quot; auf. Dieser f&auml;hrt selbst mit Schiffmeistern ab Wesenufer oder l&auml;sst sich von diesen Schiffmeistern/-leuten Getreide und Wein donauaufw&auml;rts durch Aschach transportieren. Der Ort &quot;Wimm&quot; ist daher im n&auml;heren Umkreis von Wesenufer zu lokalisieren und ist vom bayerischen &quot;von der Wimm&quot; (siehe dort) zu trennen.</p>
<p>
	Die Bezeichnung &quot;Wibm&quot; bzw. &quot;Wimm&quot; leitet sich von &quot;Widem&quot; bzw. &quot;Wittum&quot; ab und bedeutet Brautgabe bzw. Brautgeld, aber auch Kirchengut bzw. Pfarrhof und allgemein ein zu einem speziellen Zweck &quot;gewidmetes&quot; Gut. Vgl. dazu ausf&uuml;hrlich <a href=""https://woerterbuchnetz.de/?sigle=DWB&amp;lemid=GW24137#0"" target=""_blank"">GRIMM-GRIMM, W&ouml;rterbuch, Bd. 30, Sp. 837 (&quot;Wittum&quot;)</a>, und den Eintrag zum Lemma <a href=""https://de.wikipedia.org/wiki/Wittum"" target=""_blank"">&quot;Wittum&quot; in Wikipedia</a>. Dementsprechend h&auml;ufig ist auch die Ortsbezeichung &quot;Wimm&quot; als Abwandlung von &quot;Wibm&quot;/&quot;Wittum&quot; im deutschen Sprachraum, mit einer starken Konzentration in <a href=""https://de.wikipedia.org/wiki/Wimm"" target=""_blank"">Bayern und Ober&ouml;sterreich</a> mit mehr als 40 Ortsteilen namens &quot;Wimm&quot;.</p>
<p>
	Aus der engen Verbindung zu Wesenufer und der Nennung des &quot;Pfarrers auf der Wibm&quot; kann auf den <a href=""https://de.wikipedia.org/wiki/Waldkirchen_am_Wesen"">OT &quot;Wimm&quot; von Waldkirchen am Wesen</a> geschlossen werden, das in unmittelbarer N&auml;he von Wesenufer liegt. Dort, wo heute der OT &quot;Wimm&quot; liegt, findet man in der Josephinischen Landesaufnahme noch lediglich die Bezeichnung &quot;Pfarrhof&quot; (westlich von Waldkirchen). In der Franziszeischen Landesaufnahme finden sich die Eintr&auml;ge &quot;Wimm&quot; und &quot;Pfarrhof&quot; in direkter Nachbarschaft. Vgl. die Karteneintr&auml;ge.</p>
<p>
	&nbsp;</p>
",1
2536,1342,,von der Wies,Wies,,Haibach ob der Donau,2,1,12,1,von der Wis,10,4,8,5,N 48° 25' 32'',E 13° 55' 25'',1,7,1,"Der OT ""Wies"" von Haibach ob der Donau liegt am rechten Donauufer.","<p>
	Die einzige Person, die in den AMP (1706-1740) unter v.d.W. genannt ist (&quot;Wolf Winkler&quot;), scheint auch unter &quot;See&quot; in den AMP auf.</p>
<p>
	Die Orte v.d.W. und &quot;See&quot; (siehe dort) sind benachbarte Donauabschnitte bzw. f&auml;llt heute das gesamte Gebiet von &quot;See&quot; unter &quot;Wies&quot;. Vgl. dazu die Eintr&auml;ge in den aktuellen und historischen Landkarten (in der Josephinischen Landesaufnahme &quot;Wisen&quot;). Daraus geht auch hervor, dass der einst f&uuml;r Wiesen und Felder genutzte Landstrich nun (Au)Wald ist.</p>
",1
2537,1269,,Vorheim,[Forchheim?],,,2,2,,,Vorhheimb,,,,,,,,,,,"<p>
	Die einzige Nennung von V. in den AMP (1706-1740) bezieht sich auf den Transport von geistlichen Waren und B&uuml;chern durch &quot;Johann Gastl&quot; (1735). Die Person &quot;Johann Gastl&quot; (Verleger) scheint haupts&auml;chlich unter &quot;Stadtamhof&quot; in den Quellen auf, d&uuml;rfte aber auch identisch mit einer gleichnamigen Person aus &quot;Ettal&quot; und &quot;Garmisch&quot; sein. Ein passender Ort im Umfeld dieser Gemeinden konnte nicht identifiziert werden. In jedem Fall d&uuml;rfte es sich um eine Variante des Ortsnamens &quot;Forchheim&quot; handeln.</p>
",1
2538,1278,,Wagrain,Wagrain,,Vöcklabruck,2,1,12,1,Wagrein in Öesterreich,10,4,8,5,N 48° 0' 18'',E 13° 40' 17'',1,7,17,W. liegt an der Mündung der Vöckla in die Ager -> Traun -> Donau.,"<p>
	W. scheint in den AMP (1706-1740) lediglich in Zusammenhang mit der Familie <a href=""https://de.wikipedia.org/wiki/Engl_von_Wagrain"" target=""_blank"">&quot;Engl&quot; [von Wagrain]</a> auf. Daher ist die Zuordnung zum ober&ouml;sterreichischen W. auch eindeutig.</p>
",1
2539,,979,Wald (Pyhra),Wald,,Pyhra,1,1,12,1,Waldt,1,4,1,1,N 48° 7' 27'',E 15° 41' 46'',1,7,69,W. liegt an der Perschling -> Donau.,"<p>
	Aus W. wurden die typischen G&uuml;ter der Region um Wilhelmsburg - Kastanien, N&uuml;sse und Zwetschgen - nach Krems auf den Markt gebracht.</p>
",1
2540,,,Salo,Salò,,,4,,12,,,96,,,,,,,,,,,0
2541,,,Schuls,Scuol,,,4,,,,,,,33,,,,,,,,,0
2542,,,Bormio,Bormio,,,4,1,12,1,Wormio,100,,80,,,,6,,,,"<p>
	<span><span><span>Pfarre St. Stephan, 02-041: Trauungsbuch 1716-1718, S.</span>116: Eheschlie&szlig;ung von Anton Bormastini/Wormastini mit Maria Anna Schuckin, Tochter des Johann Anton Schuck (2.3.1716; Geburtsort: &quot;Wormio im Meilendischen&quot;).</span></span></p>
",0
2543,,,Locarno,Locarno,,,4,1,12,,Lucarno,,,,,,,7,,,,,0
2544,,,Leutschau,Levoča,,,4,1,12,1,Leitschau in O. Ungarn,,,,,,,10,,,,,0
2545,,,Plan bei Marienbad,Planá u Mariánských Lázní,,,4,,12,,,5,,,,,,2,,,,,0
2546,,,Ober-Grafendorf,Ober-Grafendorf,,,4,1,12,,,,,,,,,,,,,,0
2547,,,Maderno,Toscolano-Maderno,,,4,1,12,,,,,80,,,,6,,,,,0
2548,,,Lugano,Lugano,,,4,1,12,,,,,,,,,7,,,,,0
2549,,,Marz,Marz,,,4,,12,1,"Martz, Märtz",11,,42,,,,1,,,,,0
2550,,,Kleinhöflein,Kleinhöflein,,Eisenstadt,4,1,,,"Klein Hofflein bey der Eusenstatt, Klein-Höfelein [in] Ungarn",11,,42,,,,1,,,,,0
2551,,,Fasano,Fasano,,Gardone Riviera,4,1,12,,Fosano,,,,,,,6,,,,"<p>
	Ortsteile von Gradone Riviera sind u.a. Fasano Sotto und Fasano Sopra.</p>
",0
2552,,,Portese,Portese,,San Felice del Benaco,4,1,,,,,,80,,,,6,,,,,0
2553,,,Gargnano,Gargnano,,,4,,12,,Garniano im Brescianischen Gebiet,,,80,,,,6,,,,,0
2554,1382,,Wald (Bayern/Oberösterreich?),,,,2,2,,,"Wald, am Waldt, Walth",,,,,,,,,,,"<p>
	Das unbestimmte W. wird in den AMP (1706-1740) f&uuml;r jene Personen verwendet, die nicht eindeutig &quot;Wald (Ober&ouml;sterreich)&quot; (siehe dort) zugeordnet werden konnten.</p>
",1
2555,1383,,Vornwald,Vornwald,,Waldkirchen am Wesen,2,2,,,Vorm Walt [1652!],,,,,,,,,,,"<p>
	Siehe auch &quot;Wald (Ober&ouml;sterreich)&quot; - mit diesem teilweise als identisch anzusehen.</p>
<p>
	Aktuell nicht als &quot;bearbeitet&quot; markiert, da nur ein Eintrag zu 1652! Wenn weitere Eintr&auml;ge, dann bearbeiten und kontrollieren. Theoretisch g&auml;be es auch noch weitere V. in Bayern und Ober&ouml;sterreich: https://www.geonames.org/search.html?q=Vornwald&amp;country=</p>
",0
2556,,1131,Waldhausen (Niederösterreich),Waldhausen,,,1,1,12,1,"Waldthausen, Walthausen",1,4,1,1,N 48° 32' 3'',E 15° 16' 36'',1,7,24,W. liegt am Purzelkamp -> Kamp -> Donau.,,1
2557,,,Saaz,Žatec,,,4,,12,1,Satz,5,,,,,,2,,,,,0
2558,,,Oggau,Oggau am Neusiedler See,,,4,1,12,,Occau am Ungar. See,11,,42,,,,1,,,,,0
2559,,,Forchtenstein,Forchtenstein,,,4,,12,1,Forchtenstein in N. Ungarn [Niederungarn],11,,42,,,,1,,,,,0
2560,,,Erlabrunn,Erlabrunn,,,4,,12,,Erlabrun in Franckhenland,,,2,,,,3,,,,,0
2561,,,Jagenbach,Jagenbach,,Zwettl,4,,12,1,Jagenbach bey Zwethl,1,4,1,,,,1,,,,,0
2562,1384,,Waldkirchen (am Wesen),Waldkirchen am Wesen,,,2,2,12,1,Woltkürchen,10,4,8,5,N 48° 26' 24'',E 13° 49' 17'',1,7,1,W. liegt unweit der Donauschlinge von Schlögen.,"<p>
	Es ist h&ouml;chst unwahrscheinlich, dass Getreide donauaufw&auml;rts f&uuml;r einen B&auml;cker nach Waldkirchen in Bayern transportiert worden w&auml;re. Siehe dennoch auch &quot;Waldkirchen&quot; und &quot;Waldkirchen (Passau/Bayern)&quot;.</p>
",1
2563,1385,458,Waldkirchen,,,,"1
2",2,,,"KWNB: Wolthkhierchen
AMP: Walthkürchen, Waldkhierchen",,,,,,,,,,,"<p>
	Das nicht n&auml;her bestimmte W. wird in den KWNB und AMP (1706-1740) f&uuml;r alle Personen verwendet, die nicht &quot;Waldkirchen (Passau/Bayern)&quot; oder &quot;Waldkirchen (am Wesen)&quot; zugeordnet werden konnten (siehe auch jeweils dort). Bez&uuml;glich der Nennung von &quot;Marx Pitsch&quot; und einer Schmalzlieferung&nbsp; in den KWNB (1627) ist auch <a href=""https://de.wikipedia.org/wiki/Waldkirchen_an_der_Thaya"" target=""_blank"">Waldkirchen an der Thaya</a> nicht auszuschlie&szlig;en. Jedoch kommen in den 1620er Jahren auch noch h&auml;ufiger Schmalzlieferungen aus Passau nach Krems.</p>
",1
2564,,,St. Nicola (Savoyen),Saint-Nicolas-de-Véroce,,,4,1,12,,"St. Nicola [in] Savoyen, Verosse [in] Savoyen",18,,101,,,,19,,,,"<p>
	Zur Identifikation von St. Nicola in Savoyen als Saint-Nicolas-de-V&eacute;roce siehe Raynaud, Savoyiardische Einwanderungen, 174.</p>
",0
2565,,,Güssing,Güssing,,,4,,12,1,Hungar. Giessingensis,11,,42,,,,1,,,,,0
