orte_literaturId,ortsId,literatur
514,1885,"Franz FISCHER, Die blauen Sensen. Sozial- und Wirtschaftsgeschichte der Sensenschmiedezunft zu Kirchdorf-Micheldorf bis zur Mitte des 18. Jahrhunderts (Forschungen zur Geschichte Oberösterreichs 9, Linz 1966)."
515,1075,"Joseph ROTTMAYR, Statistische Beschreibung des Bisthums Paßau [...] (Paßau 1867)."
516,1075,"Franziska JUNGMANN-STADLER, Historischer Atlas von Bayern, Altbayern, Heft 29: Landkreis Vilshofen. Der historische Raum der Landgerichte Vilshofen und Osterhofen (München 1972)."
517,740,"J.W.C. v. STEINIUS, Topographischer Land=Schematismus [...], Bd. 2 (Wien 1822)."
518,2468,"F. REIL, Der Wanderer im Waldviertel. Ein Tagebuch für Freunde österreichischer Gegenden (Brünn 1823)."
519,1654,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
520,745,"Manfred BRANDL, Eine Auseinandersetzung zwischen den dreimärktischen Eisenhändlern und den 13 Großzerrennhammermeistern (1781-1792), in: Unsere Heimat 36 (1965) 171–176."
521,90,"Manfred BRANDL, Eine Auseinandersetzung zwischen den dreimärktischen Eisenhändlern und den 13 Großzerrennhammermeistern (1781-1792), in: Unsere Heimat 36 (1965) 171–176."
522,1280,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
523,1589,"Eugen HUHN, Topographisch=statistisch=historisches Comptoir=, Amts=, Post=, Reise= und Zeitungslexikon von Deutschland [...], Bd. 5 (Hildburghausen 1849)."
524,1437,"Isfried PICHLER, Stift Schlägl, in: Jahrbuch des Oberösterreichischen Musealvereins 126/II (1981) 163-166."
525,1437,"Josef Stephan PRÜGL, Schlägl im Josephinismus [...] (Linz 1978)."
526,1123,"Isfried PICHLER, Stift Schlägl, in: Jahrbuch des Oberösterreichischen Musealvereins 126/II (1981) 163-166."
527,1123,"Josef Stephan PRÜGL, Schlägl im Josephinismus [...] (Linz 1978)."
529,752,"Theodor EISENMÄNGER, Geschichte der Stadt Schmiedeberg im Riesengebirge (Breslau 1900)."
530,1466,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau. Das Hochstift (München 1978)."
531,2479,"Chr. SCHMITZ, Die Industrie des Königreiches Bayern, Bd. 1: Grundlinien zur Statistik und Technik der Thonwaaren= und Glas=Fabrikation im Königreiche Bayern (München 1836)."
532,1772,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
533,1496,"Andreas BUCHNER, Geschichte von Bayern [...], Bd. 6 (München 1838)."
534,1496,"Klaus Ulrich HÖGG et al., Die Inschriften der Stadt Passau bis zum Stadtbrand von 1662 (Die Deutschen Inschriften 67/Münchener Reihe 10, Wiesbaden 2006).
"
535,766,"H(ieronymus) L(udwig) W(ilhelm) VÖLKER, Das Thüringer Waldgebirge [...] (Weimar 1836)."
536,767,"Darstellung des Erzherzogthums Oesterreich unter der Enns [...], Bd. 6 (Wien 1841)."
537,767,"Adalbert STIFTER, Bunte Steine, digital: https://lueersen.homedns.org/!gutenb/stifter/buntestn/buntestn.htm"
538,1594,"Ulrich KIRSCHNICK, Ortsfamilienbuch Seeheim-Jugenheim (Darmstadt, 1999), digital: https://www.online-ofb.de/seeheim/?lang=de [Suche Namensverzeichnis: ""Küster""]."
539,1594,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
540,776,"Historische Chronik, in: Schlesische Provinzialblätter, Bd. 8 (1788) 260-296."
541,776,"Józef PETER, Schematismen des Fürstenbistums Breslau 1724 und 1738 (Wien-Köln-Weimar 1994)."
542,776,"Jahrbuch für Schlesische Kirchengeschichte, Bde. 66-68 (1987)."
543,1603,"Sima ĆIRKOVIĆ, Serbien und Montenegro: Historische Geografie, in: Österreichische Osthefte 47 (2006) 123–132."
544,757,"Robert BÜCHNER, Tiroler Wanderhändler. Die Welt der Marktfahrer, Straßenhändler und Hausierer (Innsbruck 2011)."
545,757,"Giorgio FERIGO-Alessio FORNASIN (Hg.), Cramars. Atti del covegno internazionale di studi Cramars. Emigrazione, mobilità, mestieri ambulanti dalla Carnia in Età Moderna, Tolmezzo, 8, 9 e 10 novembre 1996 (Udine 1997)."
546,757,"Herbert KLEIN, Carnische „Materialisten“ im Salzburgischen, in: Beiträge zur Siedlungs-, Verfassungs- und Wirtschaftsgeschichte von Salzburg (Mitteilungen der Gesellschaft für Salzburger Landeskunde, Ergbd. 5, Salzburg 1965) 585–598."
547,757,"Volker LIEDKE, Welsche Krämer in Bayern, in: Blätter des Bayrischen Landesvereins für Familienkunde 29 (1966) 70–82."
548,779,"L. MÜHLBACH, Erzherzog Johann und seine Zeit, 1. Abteilung: Andreas Hofer, Bd. 1 ( Berlin 1859)."
549,1439,"I.W.I.V. WIDMER,  Repertorium Bavariae oder kurtze Geographische Beschreib= und Eintheilung des bayerischen Crayses [...] (Augsburg 1752)."
550,2494,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
551,368,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
552,1225,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
553,1782,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
554,1362,"Rudolf  KIESS, Art. Griesingen, in: Baden-Württemberg, hg. von Max MILLER (Handbuch der historischen Stätten Deutschlands 6, Stuttgart 1965) 222."
555,1150,"Josef CHRISTA, Allgemeine Geschichte der ehemaligen Herrschaft Eichheim (Typoskript, Binswangen 1947)."
556,1150,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
557,1228,"Wilhelm RAPP, Die Illerflösserei, in: Die Illerflösserei. Gesammelte Texte. Ein Beitrag zur Heimatgeschichte und Volkskunde des Illertales, hg. von Anton ZANKER (Norderstedt 2018 [Wiederabdruck verschiedener älterer Texte])."
558,1755,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
559,1892,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
560,2077,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
561,1328,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
562,1328,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
563,1328,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
564,1328,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
565,1631,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
566,1631,"Joseph von HORMAYR, Statistik des kursalzburgischen Antheils von Passau, in: Historisch-statistisches Archiv für Süddeutschland (1807) 55-60."
567,1631,"Joseph KLÄMPFL, Geschichte der Grafschaft Neuburg am Inn (Landshut 1865)."
568,1631,"Julis STRNAD, Versuch einer Geschichte der passauischen Herrschaft im oberen Mühlviertel [...] (o.O. 1860)."
569,780,"Max DANNER, Sierning. Geschichte einer aufstrebenden Gemeinde (Steyr 1985)."
570,785,"András FORGÓ, Bruderschaften in Ungarn. Eine Forschungsbilanz, in: Bruderschaften als multifunktionale Dienstleister der Frühen Neuzeit in Zentraleuropa, hg. von Martin SCHEUTZ u.a. (Göttingen 2018) 87-103."
571,1832,"Jiři MIHOLA, Nutzlose und gefährliche Untertanen. [...], in: Bettelorden in Mitteleuropa. [...], hg. von Heidemarie SPECHT–Ralph ANDRASCHEK-HOLZER (St. Pölten 2008) 350-369."
572,786,"N.N., Gewerbe, Industrie und Handel des Meininger Oberlandes in ihrer historischen Entwicklung, Bd. 1 (Hildburghausen 1876) 56f., 101-103. "
573,1792,"Benedikt PILLWEIN, Geschichte, Geographie und Statistik des Erzherzogthums Oesterreich ob der Enns und des Herzogthums Salzburg (Neue Ausgabe), 3. Theil: Der Hausruckkreis (Linz 1843)."
574,789,"WEIGLSPERGER, Geschichtliche Beiträge zu der Pfarre St. Andrae vorm Hagenthal, in: Geschichtliche Beilagen zu den Consistorial-Currenden der Diöcese St. Pölten 1 (1878) 26-72."
575,788,"DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich südlich der Donau, Teil 2, M bis Z (Horn–Wien 2003)."
576,790,"DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich südlich der Donau, Teil 2, M bis Z (Horn–Wien 2003)."
577,789,"DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich südlich der Donau, Teil 2, M bis Z (Horn–Wien 2003) 1898-1901."
578,1765,"Peter RAUSCHER, Juden auf der Oberen Donau. Transport und Verkehr im Österreich des frühen 18. Jahrhunderts, in: Aschkenas. Zeitschrift für Geschichte und Kultur der Juden 31/1 (2021) 123–149, https://doi.org/10.1515/asch-2021-0006."
579,1309,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
580,793,"DEHIO-Handbuch. Die Kunstdenkmäler Österreichs. Niederösterreich südlich der Donau, Teil 2, M bis Z (Horn–Wien 2003)."
581,1245,"Augustin KLOIBER, Heimatkundliches Museum und Ortsarchiv, in: Bei uns am Wolfgangsee. Sankt Gilgen, Abersee, Ried, Winkl, Burgau. Aktuelles aus dem Mozartdorf am Wolfgangsee (März-Juni 2021) 26f."
582,2509,"Georg HASSEL, Statistischer Abriss des Östreichschen Kaisertums nach seinen neuesten politischen Beziehungen (Nürnberg-Leipzig 1807)."
583,798,"[De LUCA], Geographisches Handbuch von dem östreichischen Staate 1 (Wien 1790)."
584,1774,"I. W. I. V. WIDMER, Repertorium Bavariae [...] (München 1762)."
585,2515,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
586,2515,"Andreas Johannes JÄCKEL, Materialien zur bayer. Fauna und Jagdgeschichte, in: Correspondenz-Blatt des zoologisch-mineralogischen Vereines in Regensburg, Nr. 5 u. 6/17. Jg. (1863) 66-93."
587,807,"Bibliographie ""Der Donauhandel"": https://www.univie.ac.at/donauhandel/bibliographie/"
588,1663,"Sarah HADRY, Historischer Atlas von Bayern. Schwaben, Reihe I, Heft 18: Neu-Ulm (München 2011)."
589,2113,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
590,1367,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
591,821,"Johann HÜBNER, Johann Hübners reales Staats= Zeitungs= und Conversations=Lexicon [...] (Leipzig 1804)."
592,1286,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
593,823,"Hugo GOLD (Hg.), Die Juden und Judengemeinden Böhmens in Vergangenheit und Gegenwart, Bd. 1 (Brünn-Prag 1934).
"
594,824,"Barbara STAUDINGER, „Gantze Dörffer voll Juden“ - Juden in Niederösterreich 1496-1670 (Geschichte der Juden in Niederösterreich von den Anfängen bis 1945 2, Wien 2005)."
595,1553,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
597,1470,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935) 466."
598,1351,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
599,1822,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
600,833,"Franz S. MATSCHEGO, Der Gränzbezirk. Ein alphabetisch geordnetes Verzeichniß [...] (Prag 1838)."
601,1908,"Franciscus Ludovicus BAUMANN (Hg.), MGH, Necrologia Germaniae, Tomus 3: Dioeceses Brixinensis Frisingensis Ratisbonensis (Berlin 1905)."
602,840,"Gottlieb BIERMANN, Geschichte des Herzogthums Teschen (Teschen 1863)."
603,840,"Verordnungsblatt des k.k. Justizministeriums, 1. Jahrgang (Wien 1885)."
604,1381,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 1 (Linz 1935)."
605,842,"Christophoro KRZIKAWSKY, Krackawer Schreib-Calender (Ollmütz 1700)."
606,1759,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
607,845,"Gregor WOLNÝ, Kirchliche Topographie von Mähren [...], 1. Abtheilung: Olmützer Erzdiöcese Bd. 1 (Brünn 1855)."
608,1170,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 713f."
609,1099,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
610,1900,Monumenta Boica 31/2 (München 1837).
611,1643,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
612,1593,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
613,1593,"Eva FABER, Zur Konkurrenz der beiden Freihäfen Triest und Fiume (Rijeka) im 18. Jahrhundert, in: Focus Austria. Vom Vielvölkerreich zum EU-Staat, hg. von Siegfried BEER–Edith MARKO-STÖCKL–Marlies RAFFLER–Felix SCHNEIDER (Graz 2003) 255–268."
614,326,"Katrin KELLER-Alessandro CATALANO (Hg.)-Marion ROMBERG (MItarb.), Die Diarien und Tagzettel des Kardinals Ernst Adalbert von Harrach (1598-1667) 1 (Wien-Köln-Weimar 2010)."
615,326,"J.A. TOMASCHEK, Deutsches Recht in Oesterreich im dreizehnten Jahrhundert. Auf Grundlage des Stadtrechts von Iglau (Wien 1859)."
616,860,"Wilhelm HOFFMANN, Encyklopädie der Erd-, Völker- und Staatenkunde [...], Bd. 3 (Leipzig 1869)."
617,860,"William LÖBE, Die landwirthschaftlichen Lehranstalten Europas, ihre Geschichte, Organisation und Frequenz (Stuttgart-Tübingen 1849)."
618,867,"Johann FRIEDRICH-Joseph CZIBULKA, Geschichte der königlichen Stadt Hradisch in Mähren (Brünn 1859)."
619,867,"Oesterreichische militärische Zeitschrift, Bd. 2/H. 6 (1890)."
620,1639,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
621,1639,Wasserreise von Augsburg bis Wien: nebst Beschreibung der unter Weges befindlichen Merkwürdigkeiten (Frankfurt-Leipzig 1822).
622,1639,"Gerhart SCHWENTNER, Historischer Atlas von Bayern, Innviertel 1/1: Das Landgericht Schärding (München 2014)."
623,1379,"Benedikt PILLWEIN, Neuester Wegweiser durch Linz und seine nächste Umgebeung [...] (Linz 1837)."
624,1218,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
625,1218,"Gerhart SCHWENTNER, Historischer Atlas von Bayern, Innviertel 1/1: Das Landgericht Schärding (München 2014)."
626,1218,"Marc von KNORRING, Art. Passau, Hochstift: Territorium und Struktur, publiziert am 01.06.2010, in: Historisches Lexikon Bayerns, URL: <http://www.historisches-lexikon-bayerns.de/Lexikon/Passau,_Hochstift:_Territorium_und_Struktur> (6.08.2019)."
627,1796,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
628,1242,"Hans-Heinrich VANGEROW, Linz und der Donauhandel des Jahres 1627, in: Historisches Jahrbuch der Stadt Linz 1962 (1963) 223–332."
629,1242,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 1 (Linz 1935)."
630,2529,"Christian CRUSIUS, Topographisches Post-Lexikon aller Ortschaften der k. k. Erbländer [...], 2. Theil, 1. Bd. (Wien 1799)."
631,1281,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 1 (Linz 1935)."
632,1505,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Ergbd. (München-Berlin 1940)."
633,1745,"Manfred BURKHARDT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 34: Regen (München 1975)."
634,1600,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Ergbd. (München-Berlin 1940)."
635,1027,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Ergbd. (München-Berlin 1940)."
636,585,"L.G. RICEK, Die im Volksmunde lebenden deutschen Gaue und Gaunamen, in: Zeitschrift für Schul=Geographie 26 (1905) 344-356."
637,2532,"Franziska JUNGMANN-STADLER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 29: Landkreis Vilshofen (München 1972)."
638,2532,Repertorium des topgraphischen Atlasblattes Passau (1841).
639,2532,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
640,2534,"H. RUDOPLPH, Vollständigstes geographisch-topographisch-statistisches Orts-Lexikon von Deutshcland [...] 3 (Zürich 1868)."
641,1347,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
642,2535,"Jacob GRIMM-Wilhelm GRIMM, Deutsches Wörterbuch, digitalisierte Fassung im Wörterbuchnetz des Trier Center for Digital Humanities, Version 01/21, <https://www.woerterbuchnetz.de/DWB>, abgerufen am 15.10.2021."
643,1257,"Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969)."
644,1257,"Jacob GRIMM-Wilhelm GRIMM, Deutsches Wörterbuch, digitalisierte Fassung im Wörterbuchnetz des Trier Center for Digital Humanities, Version 01/21, <https://www.woerterbuchnetz.de/DWB>, abgerufen am 15.10.2021."
645,1220,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
646,2084,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
647,1057,"Konrad MEINDL, Geschichte der ehemals hochfürstlich-passauischen freien Reichsherrschaft des Marktes und der Pfarre Obernberg an In (Linz 1875)."
648,1218,"Konrad MEINDL, Geschichte der ehemals hochfürstlich-passauischen freien Reichsherrschaft des Marktes und der Pfarre Obernberg an In (Linz 1875)."
649,1846,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 1 (Linz 1935)."
650,1846,"Gerhart SCHWENTNER, Historischer Atlas von Bayern, Innviertel 1/1: Das Landgericht Schärding (München 2014)."
651,1824,"Gerhart SCHWENTNER, Historischer Atlas von Bayern, Innviertel 1/1: Das Landgericht Schärding (München 2014)."
652,886,"Herbert KNITTLER, Art. Waidhofen an der Thaya, in: Donauländer und Burgenland, hg. von Karl LECHNER (Handbuch der Historischen Stätten = Kröners Taschenausgabe 278, 2. Aufl., Stuttgart 1985) 596-598."
653,887,"Rudolf BÜTTNER, Art. Waidhofen an der Ybbs, in: Donauländer und Burgenland, hg. von Karl LECHNER (Handbuch der Historischen Stätten = Kröners Taschenausgabe 278, 2. Aufl., Stuttgart 1985) 598-602."
654,1708,"GEMEINDE WAIDRING (Hg.), 850 Jahre Waidring (1999)."
655,890,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
656,890,"Julius STRNADT, Peuerbach. Ein rechtshistorischer Versuch, in: Jahresbericht des Museums Francisco-Carolinum 27 (1868) 1-610."
657,1349,"Mathias REISACHER, Topographie des Erzherzogthums Oesterreich [...]. Das Decanat St. Johann [...] (Wien 1840)."
658,977,"Hans REUTTER, Geschichte der Stadt Zlabings, in: Zeitschrift des deutschen Vereines für Geschichte Mährens und Schlesiens 16 (1912) 1-83, 302-373; 17 (1913) 29-113, 343-399."
659,391,"Hans REUTTER, Geschichte der Stadt Zlabings, in: Zeitschrift des deutschen Vereines für Geschichte Mährens und Schlesiens 16 (1912) 1-83, 302-373; 17 (1913) 29-113, 343-399."
660,757,"Hans REUTTER, Geschichte der Stadt Zlabings, in: Zeitschrift des deutschen Vereines für Geschichte Mährens und Schlesiens 16 (1912) 1-83, 302-373; 17 (1913) 29-113, 343-399."
661,897,"Martin KROISSMAYR, Geschichte der Herrschaft Walpersdorf, in: Jahrbuch für Landeskunde von Niederösterreich 3 (1904) 139-226."
662,905,Online-Stadtlexikon: https://www.historisches-lexikon-wasserburg.de/Hauptseite
663,1435,"Josef RAIMAR, Stammväter von Pondorfer Familien, in: Der Familienforscher in Bayern, Franken und Schwaben, Bd.1 H. 1/2 (Juli 1950) 33f."
664,583,Linz und seine Umgebung. Ein Führer für Einheimische und Fremde (Linz 1866).
665,583,"Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich, Bd. 2 (Linz 1935)."
666,1464,"Königlich statistisch-topographisches Bureau (Hg.), Beschreibung des Oberamts Nürtingen [...] (Stuttgart-Tübingen 1848)."
667,58,"Karl GUTKAS, Die Bedeutung der Grundherrschaften für die Stadt- und Marktwerdung niederösterreichischer Orte, in: Jahrbuch für Landeskunde von Niederösterreich 33 (1957) 48-64."
668,2610,"Wolfgang SEIDEL, Die ältesten Familienunternehmen Deutschlands (München 2020)."
669,1624,"Anton WANNER, Das Kapuzinerkloster in Linz während der NS-Zeit, in: Historisches Jahrbuch der Stadt Linz 1982 (1984) 115-150."
670,1407,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 93."
671,80,"[Carl] von GOCHNAT (Red.), Nieder=Oesterreichischer Dominien-Schematismus für das Jahr 1848 (Wien 1848).
"
672,1371,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)"
673,2578,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
674,2611,"Paul E. RATTELMÜLLER, ""Ordinari"" - und andere Schiffahrt auf der bayerischen Donau und deren Nebenflüssen (Weltenburger Akademie Schriftenreihe 2.8 (o.O. [1981])."
675,2611,"Matthias GABLER, Kelheimer und das Weisse Brauhaus. Die (geschäftlichen) Beziehungen der Kelheimer zum herzoglichen/kurfüstlichen Weissen Brauhaus und greifbare genealogische Daten zu den einzelnen Personen (Schneider Archiv), file:///C:/Users/Serles/Downloads/kelheimer-2.pdf (01.03.2023)."
676,1237,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 141."
677,1327,"Ludwig VEIT, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 35: Passau (München 1978)."
678,1235,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 145."
679,2613,"Leopoldine PELZL, St. Agatha - Eisenreichdornach, Heimatkundliche Beilage zum Amtsblatt der Bezirkshauptmannschaft Amstetten Nr. 4 (1.8.1972), online: https://heimatforschung-noe.blogspot.com/2011/10/die-st-agatha-kirche-in.html (03.03.2023)."
680,2119,"Klaus ROSE, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 27: Passau (München 1971)."
681,2492,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
682,184,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
683,1622,"Friederike ZAISBERGER, Landstände des Erzstifts Salzburg, publiziert am 18.08.2014, in: Historisches Lexikon Bayerns, URL: https://www.historisches-lexikon-bayerns.de/Lexikon/Landstände_des_Erzstifts_Salzburg (11.03.2023)."
684,199,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
685,1380,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
686,327,"Hans REUTTER, Geschichte der Stadt Zlabings, in: Zeitschrift des deutschen Vereines für Geschichte Mährens und Schlesiens 16 (1912) 1-83, 302-373; 17 (1913) 29-113, 343-399."
687,336,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
688,1182,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 331f."
689,1741,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007) 331f."
690,1771,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
691,1263,"Ernst NEWEKLOWSKY, Die Schiffahrt und Flößerei im Raume der oberen Donau, Bd. 1 (Schriftenreihe des Institutes für Landeskunde von Oberösterreich 5, Linz 1952)."
692,393,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
693,433,"Heinrich GENTNER, Topographische Geschichte der Stadt Laufen [...], in: Oberbayerisches Archiv für vaterländische Geschichte (1863) 217-335."
694,1519,"Gerhard KÖBLER, Historisches Lexikon der deutschen Länder. Die deutschen Territorien vom Mittelalter bis zur Gegenwart (München 7. Aufl. 2007)."
695,463,"Hans FÜHRER, Zur Geschichte der Stadt Littau, in: Moravia. eine Monatsschrift für Literatur & Heimatkunde 2/1 (1878) 215-222."
696,463,"Johann KUX, Geschichte der Stadt Littau von den ältesten Zeiten bis zum Jahre 1848 (Brünn 1900)."
697,516,Schmematismus der Kays. Königl. [...] Instanzien [...] (Wien 1745).
698,2617,"Doris PFISTER, Donauwörth. Der ehemalige Landkreis (Historischer Atlas von Bayern, Teil Schwaben, Reihe 1, Heft 17, Kallmünz 2008). "
